,Match ID 18Char,Successful Match,Same State = True,Same State = False,Same State = Other Info,Same County = True,Same County = False,Same County = Other Info,Same Zip,Same Language,Same Race,Same Gender
0,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
1,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
2,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
3,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
4,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
5,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
6,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
7,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
8,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
9,a1v2J0000028pRvQAI,False,False,False,True,False,True,False,1,0,1,True
10,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
11,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
12,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
13,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
14,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
15,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
16,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
17,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
18,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
19,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
20,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
21,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
22,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
23,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
24,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
25,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
26,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
27,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
28,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
29,a1v2J000002uR0JQAU,False,True,False,False,False,False,True,1,0,1,True
30,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
31,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
32,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
33,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
34,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
35,a1v2J0000027NsOQAU,False,True,False,False,False,False,True,0,0,0,True
36,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
37,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
38,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
39,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
40,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
41,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
42,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
43,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
44,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
45,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
46,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
47,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
48,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
49,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
50,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
51,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
52,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
53,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
54,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
55,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
56,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
57,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
58,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
59,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
60,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
61,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
62,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
63,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
64,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
65,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
66,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
67,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
68,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
69,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
70,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
71,a1v2J0000027dtOQAQ,True,True,False,False,False,False,True,0,0,1,True
72,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
73,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
74,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
75,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
76,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
77,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
78,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
79,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
80,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
81,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
82,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
83,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
84,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
85,a1v2J0000028enKQAQ,False,True,False,False,False,False,True,0,0,0,True
86,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
87,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
88,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
89,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
90,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
91,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
92,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
93,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
94,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
95,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
96,a1v2J000002ACUBQA4,False,True,False,False,False,False,True,1,0,0,True
97,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
98,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
99,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
100,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
101,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
102,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
103,a1v2J000002uTnjQAE,True,False,False,True,False,True,False,0,0,1,True
